job_title,company_name,location,skill_required,salary
Judge,Disney,Toronto,Judicial Review,165353
Waiter,Tesla,Bangalore,Hospitality,33715
Paralegal,Meta,Delhi,Legal Research,52739
Marketing Manager,BMW,Tokyo,SEO,114567
HR Manager,Infosys,Paris,Recruitment,84134
Sales Manager,BMW,Singapore,Negotiation,72513
Researcher,Disney,Los Angeles,Data Analysis,117313
Software Engineer,Infosys,Bangalore,Python,68190
Plumber,Wipro,Berlin,Pipe Fitting,49350
Farmer,Infosys,Sydney,Crop Management,28986
Call Center Agent,Pfizer,London,Customer Handling,30696
Researcher,JPMorgan,Singapore,Data Analysis,62616
Construction Worker,Disney,Dubai,Masonry,41718
Tax Consultant,Apple,Singapore,Tax Filing,84188
Farmer,Accenture,Tokyo,Crop Management,38377
Cybersecurity Analyst,EY,Dubai,Network Security,110989
Librarian,Infosys,Paris,Cataloguing,55285
Tutor,KPMG,Sydney,Mentoring,20878
Software Engineer,Pfizer,Bangalore,Python,144697
Researcher,Disney,Berlin,Data Analysis,85994
Professor,McDonald's,Berlin,Research,108015
Financial Analyst,HSBC,Dubai,Excel Modeling,100754
Librarian,Coca Cola,Toronto,Cataloguing,47638
Web Developer,Amazon,Bangalore,JavaScript,65619
Animator,Disney,Berlin,3D Animation,53536
Carpenter,Accenture,New York,Woodworking,34495
Electrician,Coca Cola,Sydney,Wiring,67026
Farmer,Tesla,New York,Crop Management,40146
Driver,Amazon,Tokyo,Driving,32444
Accountant,KPMG,Chicago,Bookkeeping,82537
Construction Worker,McDonald's,Berlin,Masonry,58647
Animator,Meta,San Francisco,3D Animation,50113
Tax Consultant,Coca Cola,Toronto,Tax Filing,74831
Judge,Sony,Paris,Judicial Review,200373
Support Specialist,Google,Sydney,Troubleshooting,49547
Operations Manager,Microsoft,San Francisco,Process Optimization,88367
Graphic Designer,Apple,Delhi,Photoshop,49926
Photographer,Google,Dubai,Photography,82952
Construction Worker,Disney,Berlin,Masonry,42106
Lawyer,Amazon,Toronto,Litigation,90155
Call Center Agent,KPMG,San Francisco,Customer Handling,40662
Waiter,Deloitte,Paris,Hospitality,25197
Mechanic,Disney,Tokyo,Engine Repair,63536
Operations Manager,Accenture,Sydney,Process Optimization,125022
Construction Worker,Meta,Bangalore,Masonry,41149
Web Developer,Google,Los Angeles,JavaScript,91619
Construction Worker,Amazon,Paris,Masonry,31746
Photographer,Google,New York,Photography,49001
HR Manager,Microsoft,Chicago,Recruitment,113109
Accountant,McDonald's,Paris,Bookkeeping,76392
Sales Manager,EY,London,Negotiation,121329
Compliance Officer,Infosys,Chicago,Regulation,110011
Animator,Tesla,Los Angeles,3D Animation,98744
Researcher,Pfizer,Dubai,Data Analysis,99408
Plumber,Sony,Toronto,Pipe Fitting,50172
Farmer,Sony,Los Angeles,Crop Management,46432
Receptionist,Disney,Toronto,Front Desk,35398
Software Engineer,Coca Cola,San Francisco,Python,84577
Software Engineer,Sony,San Francisco,Python,95107
Sales Manager,JPMorgan,Berlin,Negotiation,131252
Lawyer,KPMG,London,Litigation,71708
Librarian,Google,New York,Cataloguing,63906
Electrician,Sony,Dubai,Wiring,62652
Project Manager,JPMorgan,Tokyo,Agile,104222
Accountant,Deloitte,Bangalore,Bookkeeping,48991
Pilot,Accenture,Chicago,Navigation,122734
Graphic Designer,Microsoft,Paris,Photoshop,87936
Cloud Engineer,Tesla,Sydney,AWS,116066
Librarian,Apple,San Francisco,Cataloguing,69334
Photographer,Deloitte,New York,Photography,34439
Welder,Microsoft,Singapore,Arc Welding,57160
Call Center Agent,Sony,Delhi,Customer Handling,25436
Farmer,Deloitte,Los Angeles,Crop Management,26347
Cloud Engineer,BMW,Berlin,AWS,164278
Compliance Officer,JPMorgan,Dubai,Regulation,77828
Financial Analyst,HSBC,Bangalore,Excel Modeling,94146
HR Manager,EY,Dubai,Recruitment,66221
Welder,Accenture,Los Angeles,Arc Welding,64954
Construction Worker,BMW,Singapore,Masonry,43626
Cloud Engineer,Meta,London,AWS,169946
Doctor,Microsoft,Tokyo,Surgery,227332
Librarian,Infosys,Chicago,Cataloguing,42467
Investment Banker,Disney,Tokyo,Valuation,127009
Operations Manager,KPMG,Tokyo,Process Optimization,95872
Legal Advisor,Coca Cola,New York,Contract Drafting,84455
Legal Advisor,Wipro,Delhi,Contract Drafting,117963
Auditor,Infosys,Paris,Compliance,107598
Cloud Engineer,BMW,Tokyo,AWS,81902
Librarian,Wipro,Delhi,Cataloguing,50889
Call Center Agent,McDonald's,Delhi,Customer Handling,46745
Sales Manager,Accenture,Toronto,Negotiation,102924
Lawyer,BMW,Bangalore,Litigation,167008
Waiter,Amazon,New York,Hospitality,22102
Construction Worker,Pfizer,Toronto,Masonry,54736
Call Center Agent,JPMorgan,Paris,Customer Handling,29396
Cybersecurity Analyst,HSBC,Delhi,Network Security,135591
Carpenter,Sony,Sydney,Woodworking,25111
HR Manager,Sony,Los Angeles,Recruitment,103790
Researcher,Wipro,Los Angeles,Data Analysis,74565
Financial Analyst,KPMG,Tokyo,Excel Modeling,72913
Tax Consultant,HSBC,Chicago,Tax Filing,60508
Carpenter,Deloitte,Delhi,Woodworking,64254
Investment Banker,Deloitte,New York,Valuation,158490
Carpenter,HSBC,Berlin,Woodworking,28920
Legal Advisor,KPMG,Bangalore,Contract Drafting,99791
Call Center Agent,Amazon,Delhi,Customer Handling,45996
Financial Analyst,Amazon,Singapore,Excel Modeling,83824
Researcher,Disney,Bangalore,Data Analysis,106032
Financial Analyst,McDonald's,Sydney,Excel Modeling,71472
Mechanic,Microsoft,Delhi,Engine Repair,63898
Operations Manager,KPMG,Dubai,Process Optimization,116511
Tax Consultant,Disney,Chicago,Tax Filing,74118
Web Developer,McDonald's,Paris,JavaScript,70218
Doctor,Accenture,Chicago,Surgery,283332
Psychologist,Infosys,Sydney,Counseling,120356
Compliance Officer,Tesla,San Francisco,Regulation,116867
Receptionist,EY,Toronto,Front Desk,43028
Carpenter,Meta,Los Angeles,Woodworking,27065
Electrician,Google,Singapore,Wiring,56291
Professor,JPMorgan,Sydney,Research,86506
Professor,EY,Dubai,Research,124553
Researcher,Accenture,Sydney,Data Analysis,51268
Nurse,Apple,Chicago,Patient Care,62698
Waiter,KPMG,Tokyo,Hospitality,34213
Receptionist,Deloitte,Chicago,Front Desk,32892
Nurse,Wipro,San Francisco,Patient Care,72206
Operations Manager,JPMorgan,Sydney,Process Optimization,86624
Mechanic,Tesla,Singapore,Engine Repair,53562
Electrician,Accenture,Chicago,Wiring,56980
Accountant,Accenture,Tokyo,Bookkeeping,47233
Receptionist,JPMorgan,Berlin,Front Desk,49657
Paralegal,Microsoft,Singapore,Legal Research,33380
Photographer,Disney,London,Photography,87973
Electrician,Google,Chicago,Wiring,31627
Judge,KPMG,Chicago,Judicial Review,171126
Teacher,Microsoft,Sydney,Classroom Management,58289
Software Engineer,Accenture,New York,Python,69714
Lawyer,Pfizer,Chicago,Litigation,71292
Financial Analyst,Accenture,Bangalore,Excel Modeling,76984
Professor,Coca Cola,Toronto,Research,101195
Cloud Engineer,Sony,Tokyo,AWS,141774
Waiter,Wipro,Bangalore,Hospitality,25479
Farmer,HSBC,Chicago,Crop Management,15977
Welder,Coca Cola,Los Angeles,Arc Welding,36842
Tax Consultant,Infosys,Sydney,Tax Filing,80329
Cloud Engineer,BMW,Bangalore,AWS,82948
Photographer,Sony,Chicago,Photography,59227
Graphic Designer,Tesla,New York,Photoshop,55506
Investment Banker,Wipro,Dubai,Valuation,122909
Receptionist,Google,Bangalore,Front Desk,31656
Tutor,Disney,New York,Mentoring,36049
Financial Analyst,KPMG,Chicago,Excel Modeling,87964
Financial Analyst,HSBC,London,Excel Modeling,100202
Financial Analyst,Google,London,Excel Modeling,99858
Waiter,EY,Toronto,Hospitality,36371
Photographer,Infosys,Berlin,Photography,30479
Driver,Deloitte,Toronto,Driving,27729
Web Developer,JPMorgan,Bangalore,JavaScript,100284
Legal Advisor,HSBC,Chicago,Contract Drafting,85076
Legal Advisor,Coca Cola,Los Angeles,Contract Drafting,99588
Project Manager,KPMG,London,Agile,130514
Writer,Deloitte,Berlin,Creative Writing,34659
Photographer,Tesla,New York,Photography,67120
Paralegal,Coca Cola,San Francisco,Legal Research,36700
Animator,JPMorgan,Delhi,3D Animation,55050
Pilot,Pfizer,Delhi,Navigation,236394
Professor,JPMorgan,Delhi,Research,86390
Lawyer,Coca Cola,New York,Litigation,156226
Teacher,JPMorgan,Los Angeles,Classroom Management,51887
Teacher,Tesla,Delhi,Classroom Management,42701
Tutor,Disney,Sydney,Mentoring,59351
Receptionist,Tesla,Sydney,Front Desk,48889
Professor,Google,Toronto,Research,67690
Nurse,Accenture,London,Patient Care,56613
Legal Advisor,KPMG,New York,Contract Drafting,64370
Data Scientist,Deloitte,Chicago,Machine Learning,134431
Web Developer,Google,Berlin,JavaScript,114223
Judge,Tesla,Paris,Judicial Review,243754
Sales Manager,Sony,Chicago,Negotiation,107364
Chef,Tesla,Chicago,Culinary Arts,78642
Support Specialist,Apple,Delhi,Troubleshooting,36256
Writer,Pfizer,Chicago,Creative Writing,75121
Tax Consultant,Apple,Sydney,Tax Filing,48727
Sales Manager,Tesla,Los Angeles,Negotiation,97030
Mechanic,Coca Cola,Sydney,Engine Repair,41916
Professor,Meta,Singapore,Research,92301
Tutor,Disney,Tokyo,Mentoring,29925
Pharmacist,Pfizer,Paris,Pharmacology,80474
Driver,Wipro,Paris,Driving,27187
Pharmacist,Disney,Bangalore,Pharmacology,75548
Marketing Manager,KPMG,Paris,SEO,124821
Nurse,Disney,New York,Patient Care,45505
Legal Advisor,Meta,Paris,Contract Drafting,91118
Investment Banker,Coca Cola,Dubai,Valuation,132492
Paralegal,Tesla,Tokyo,Legal Research,40606
Animator,Coca Cola,Bangalore,3D Animation,106166
Librarian,McDonald's,Singapore,Cataloguing,38725
Radiologist,Infosys,Bangalore,Imaging,218389
Animator,Tesla,Dubai,3D Animation,93553
Cloud Engineer,Tesla,Sydney,AWS,119561
Judge,BMW,Los Angeles,Judicial Review,220028
Tutor,Google,Berlin,Mentoring,35283
Teacher,Infosys,Paris,Classroom Management,50660
Auditor,Accenture,Sydney,Compliance,110457
Chef,Apple,Berlin,Culinary Arts,73787
Plumber,Deloitte,Delhi,Pipe Fitting,44251
Tutor,BMW,Bangalore,Mentoring,30341
Cloud Engineer,BMW,Dubai,AWS,121690
Nurse,Microsoft,Delhi,Patient Care,72466
Judge,Disney,Dubai,Judicial Review,201457
Nurse,JPMorgan,London,Patient Care,73672
Pilot,Deloitte,Paris,Navigation,228957
Cybersecurity Analyst,Tesla,Paris,Network Security,119751
Investment Banker,Pfizer,Chicago,Valuation,120820
Researcher,Google,New York,Data Analysis,76728
Construction Worker,Apple,Sydney,Masonry,43945
Software Engineer,Microsoft,Paris,Python,100034
Plumber,Google,Chicago,Pipe Fitting,55848
Web Developer,Google,Bangalore,JavaScript,89228
Waiter,EY,Bangalore,Hospitality,37702
Accountant,Deloitte,London,Bookkeeping,89608
Lawyer,HSBC,Toronto,Litigation,112490
Mechanic,Google,Delhi,Engine Repair,68991
Accountant,Disney,Dubai,Bookkeeping,94515
Financial Analyst,Accenture,London,Excel Modeling,85655
Judge,Meta,Delhi,Judicial Review,155875
Electrician,Infosys,Toronto,Wiring,37439
Accountant,Accenture,Paris,Bookkeeping,67658
Call Center Agent,KPMG,Berlin,Customer Handling,39395
Judge,Infosys,New York,Judicial Review,159128
Doctor,Pfizer,Singapore,Surgery,187776
Graphic Designer,Apple,San Francisco,Photoshop,88805
Receptionist,McDonald's,Tokyo,Front Desk,36020
Librarian,Accenture,Toronto,Cataloguing,69522
Writer,Meta,Tokyo,Creative Writing,36063
Driver,Infosys,Chicago,Driving,27864
Support Specialist,Wipro,Tokyo,Troubleshooting,59584
Doctor,KPMG,Paris,Surgery,137226
HR Manager,Wipro,London,Recruitment,79580
Writer,EY,Sydney,Creative Writing,47651
Plumber,Sony,Bangalore,Pipe Fitting,54644
Tutor,Tesla,London,Mentoring,25348
Call Center Agent,Deloitte,London,Customer Handling,45224
Nurse,Deloitte,London,Patient Care,82591
Writer,McDonald's,Delhi,Creative Writing,72306
Nurse,JPMorgan,Delhi,Patient Care,59433
Receptionist,JPMorgan,Bangalore,Front Desk,25923
Judge,Coca Cola,London,Judicial Review,165092
Tax Consultant,Apple,Dubai,Tax Filing,70610
Nurse,McDonald's,Singapore,Patient Care,75148
Sales Manager,Wipro,Paris,Negotiation,66554
Software Engineer,EY,Paris,Python,70469
Teacher,Apple,Toronto,Classroom Management,32883
Sales Manager,KPMG,Chicago,Negotiation,111536
Researcher,HSBC,Toronto,Data Analysis,50132
Data Scientist,KPMG,Los Angeles,Machine Learning,84551
Investment Banker,Wipro,New York,Valuation,116849
Investment Banker,Tesla,Delhi,Valuation,166539
HR Manager,Deloitte,Tokyo,Recruitment,92825
Pharmacist,Sony,New York,Pharmacology,57364
Accountant,Tesla,Paris,Bookkeeping,52963
Nurse,Tesla,Delhi,Patient Care,69385
Photographer,BMW,Chicago,Photography,30740
Photographer,EY,Delhi,Photography,50494
Carpenter,Tesla,London,Woodworking,52804
Tutor,BMW,Singapore,Mentoring,57326
Software Engineer,Accenture,Los Angeles,Python,116468
Investment Banker,Microsoft,Sydney,Valuation,167870
Sales Manager,KPMG,Tokyo,Negotiation,66119
Researcher,Pfizer,Tokyo,Data Analysis,100207
Librarian,Wipro,Dubai,Cataloguing,57769
Accountant,HSBC,San Francisco,Bookkeeping,69933
Paralegal,Microsoft,Toronto,Legal Research,45155
Welder,Apple,Singapore,Arc Welding,41835
Teacher,Google,Toronto,Classroom Management,69046
Lawyer,Infosys,San Francisco,Litigation,127673
Welder,Accenture,Los Angeles,Arc Welding,25283
Construction Worker,Wipro,Tokyo,Masonry,53615
Pilot,Amazon,Los Angeles,Navigation,141566
Data Scientist,Coca Cola,Dubai,Machine Learning,98483
Welder,HSBC,London,Arc Welding,33978
Software Engineer,Apple,London,Python,84829
Chef,BMW,Singapore,Culinary Arts,45128
Pilot,Google,Paris,Navigation,160511
Project Manager,Microsoft,San Francisco,Agile,112140
Tutor,Pfizer,London,Mentoring,29954
Paralegal,KPMG,Singapore,Legal Research,52088
Chef,BMW,Tokyo,Culinary Arts,87587
Researcher,KPMG,London,Data Analysis,80958
Construction Worker,McDonald's,Dubai,Masonry,20280
Project Manager,Wipro,London,Agile,86173
Mechanic,Infosys,Dubai,Engine Repair,65648
Tutor,Google,Sydney,Mentoring,39052
Web Developer,Tesla,Chicago,JavaScript,76117
Doctor,Disney,Delhi,Surgery,221213
Receptionist,Accenture,Sydney,Front Desk,52750
Legal Advisor,Tesla,Los Angeles,Contract Drafting,107594
Farmer,Apple,Chicago,Crop Management,48278
Radiologist,Sony,Paris,Imaging,142308
Farmer,Sony,San Francisco,Crop Management,19786
Cloud Engineer,EY,San Francisco,AWS,154701
Researcher,JPMorgan,Toronto,Data Analysis,67791
Legal Advisor,KPMG,Tokyo,Contract Drafting,149517
Operations Manager,Disney,Los Angeles,Process Optimization,106582
Welder,JPMorgan,Paris,Arc Welding,63511
Cashier,Coca Cola,San Francisco,Billing,30495
Farmer,Accenture,Toronto,Crop Management,25439
Photographer,Disney,Chicago,Photography,30735
Radiologist,HSBC,Tokyo,Imaging,231816
Marketing Manager,EY,Dubai,SEO,77043
Writer,Infosys,Paris,Creative Writing,62741
Sales Manager,Coca Cola,Paris,Negotiation,85006
Investment Banker,HSBC,Berlin,Valuation,163728
Researcher,JPMorgan,Toronto,Data Analysis,79506
Pharmacist,Disney,Paris,Pharmacology,69653
Pharmacist,Sony,Singapore,Pharmacology,74101
Paralegal,BMW,Berlin,Legal Research,53515
Accountant,Infosys,New York,Bookkeeping,47394
Chef,Disney,Los Angeles,Culinary Arts,92168
Auditor,Accenture,Dubai,Compliance,92262
Financial Analyst,EY,Berlin,Excel Modeling,104875
Accountant,Google,Singapore,Bookkeeping,98600
Nurse,BMW,Tokyo,Patient Care,80116
Graphic Designer,Google,Paris,Photoshop,69935
Project Manager,Amazon,San Francisco,Agile,111562
Chef,Google,Berlin,Culinary Arts,81920
Librarian,EY,Delhi,Cataloguing,30624
Electrician,Apple,Toronto,Wiring,40996
Legal Advisor,Wipro,Berlin,Contract Drafting,114929
Video Editor,JPMorgan,Delhi,Premiere Pro,58291
Waiter,KPMG,Berlin,Hospitality,37492
Project Manager,McDonald's,Chicago,Agile,129280
Lawyer,Disney,San Francisco,Litigation,116861
Call Center Agent,Meta,Paris,Customer Handling,28614
Mechanic,Meta,Singapore,Engine Repair,43829
Tutor,Microsoft,Toronto,Mentoring,55270
Accountant,Microsoft,Los Angeles,Bookkeeping,57994
Operations Manager,Meta,Delhi,Process Optimization,78940
Cloud Engineer,BMW,Singapore,AWS,132196
Driver,EY,Chicago,Driving,34267
Auditor,Apple,Dubai,Compliance,103041
Web Developer,Pfizer,San Francisco,JavaScript,106734
Operations Manager,HSBC,Chicago,Process Optimization,74327
Legal Advisor,Pfizer,Berlin,Contract Drafting,146803
Driver,Microsoft,San Francisco,Driving,23451
Teacher,Pfizer,Berlin,Classroom Management,52760
Pilot,Disney,Dubai,Navigation,190111
Graphic Designer,KPMG,Dubai,Photoshop,52684
Paralegal,Pfizer,New York,Legal Research,42719
Compliance Officer,Google,Sydney,Regulation,105691
Sales Manager,Pfizer,Chicago,Negotiation,127399
Lawyer,HSBC,Los Angeles,Litigation,94406
Support Specialist,Apple,Sydney,Troubleshooting,48161
Call Center Agent,Tesla,Paris,Customer Handling,46173
Legal Advisor,McDonald's,Chicago,Contract Drafting,130309
Teacher,Wipro,Dubai,Classroom Management,43361
Lawyer,BMW,Singapore,Litigation,169902
Pilot,Google,New York,Navigation,132653
Pharmacist,JPMorgan,Berlin,Pharmacology,67684
Psychologist,Meta,Tokyo,Counseling,81065
Electrician,Deloitte,Sydney,Wiring,52602
Pilot,Pfizer,Delhi,Navigation,133557
Carpenter,JPMorgan,New York,Woodworking,60164
Investment Banker,Coca Cola,Dubai,Valuation,177763
Writer,Tesla,Sydney,Creative Writing,75358
Animator,Sony,Toronto,3D Animation,105100
Psychologist,Amazon,Los Angeles,Counseling,96208
Financial Analyst,Deloitte,Sydney,Excel Modeling,92376
Pharmacist,Pfizer,New York,Pharmacology,90490
Nurse,Amazon,Berlin,Patient Care,47734
Project Manager,Google,Delhi,Agile,89410
Operations Manager,Microsoft,Toronto,Process Optimization,90189
Waiter,Microsoft,Bangalore,Hospitality,33840
Doctor,EY,New York,Surgery,148981
Web Developer,Meta,Toronto,JavaScript,113378
Web Developer,Disney,Chicago,JavaScript,67186
Doctor,Tesla,Tokyo,Surgery,159155
Call Center Agent,Amazon,Los Angeles,Customer Handling,48519
Pharmacist,Tesla,Singapore,Pharmacology,102318
Doctor,KPMG,Sydney,Surgery,273721
Receptionist,Wipro,London,Front Desk,58868
Receptionist,Meta,London,Front Desk,25896
Call Center Agent,Wipro,Chicago,Customer Handling,48121
Receptionist,Amazon,Paris,Front Desk,28874
Video Editor,Meta,Los Angeles,Premiere Pro,71473
Animator,Disney,London,3D Animation,86551
Web Developer,Coca Cola,San Francisco,JavaScript,87889
Waiter,Google,Los Angeles,Hospitality,28709
Mechanic,KPMG,Bangalore,Engine Repair,40701
Librarian,BMW,New York,Cataloguing,60910
Pilot,Sony,Bangalore,Navigation,183157
Cloud Engineer,Infosys,Paris,AWS,107957
Nurse,Google,Delhi,Patient Care,45512
Carpenter,KPMG,Los Angeles,Woodworking,30409
Welder,HSBC,Dubai,Arc Welding,27852
Mechanic,Amazon,Sydney,Engine Repair,35890
Paralegal,EY,Singapore,Legal Research,31363
Call Center Agent,Sony,Los Angeles,Customer Handling,42360
Accountant,Wipro,Singapore,Bookkeeping,93874
Tax Consultant,Accenture,San Francisco,Tax Filing,46947
Compliance Officer,Google,Dubai,Regulation,118026
Psychologist,Tesla,London,Counseling,68605
Teacher,BMW,Los Angeles,Classroom Management,43225
Professor,HSBC,Dubai,Research,76716
Video Editor,Deloitte,Chicago,Premiere Pro,87917
Writer,McDonald's,New York,Creative Writing,67209
Doctor,Meta,Bangalore,Surgery,249711
Legal Advisor,Sony,Berlin,Contract Drafting,140079
Psychologist,Deloitte,Sydney,Counseling,104110
Doctor,Google,San Francisco,Surgery,216894
Receptionist,Pfizer,Dubai,Front Desk,53158
Professor,Apple,Bangalore,Research,91994
Teacher,Google,Delhi,Classroom Management,79436
Legal Advisor,Wipro,Berlin,Contract Drafting,137480
Librarian,McDonald's,Los Angeles,Cataloguing,65112
Psychologist,Amazon,Dubai,Counseling,67207
Mechanic,Tesla,Singapore,Engine Repair,31807
Plumber,Wipro,Dubai,Pipe Fitting,63595
Investment Banker,EY,San Francisco,Valuation,157654
Librarian,Apple,Toronto,Cataloguing,63707
Waiter,BMW,Paris,Hospitality,33064
Software Engineer,Apple,Berlin,Python,101950
Sales Manager,Google,Singapore,Negotiation,70075
Waiter,Accenture,San Francisco,Hospitality,39947
HR Manager,Amazon,Dubai,Recruitment,79332
Mechanic,Infosys,Delhi,Engine Repair,37231
Judge,Disney,London,Judicial Review,188747
Marketing Manager,BMW,New York,SEO,67141
Radiologist,Wipro,Chicago,Imaging,153379
